"","subject_nr","count_trial","Condition","Exemplar","tot_dist","max_abs_dev","avg_abs_dev","AUC"
"77",5,5,"Typical","Katze",1053.5834809045,105.752931918467,27.6159417232426,64278.3288782629
"78",5,6,"Typical","Alligator",1258.83478246214,198.480340752572,37.0332415712448,118767.025955819
"79",5,7,"Atypical","Wal",1732.7243166786,550.098577263242,155.05779592796,285361.857363356
"80",5,8,"Typical","Lachs",1137.42065153058,189.788519595372,40.3399323831532,106540.344348466
"81",5,9,"Atypical","Pinguin",4400.51520753245,882.63345951056,295.247056854206,161058.026154149
"82",5,10,"Typical","Hund",990.575092337878,31.016092312629,5.02276816501877,15382.2051702396
"83",5,11,"Typical","Chamaeleon",1285.63724340151,341.936284571439,80.2289706164272,132728.697404656
"84",5,12,"Atypical","Aal",1064.57659208549,70.8921339636182,18.7399904739722,38942.5994594924
"85",5,13,"Typical","Kaninchen",982.985742754712,112.995299447121,17.9411340720215,54211.5812905885
"86",5,14,"Typical","Pferd",1057.39079590846,61.6634443954349,10.9176269758827,32383.4577670409
"87",5,15,"Typical","Klapperschlange",1053.74858945121,66.518436688022,14.2381858949411,35585.3007329183
"88",5,16,"Typical","Falke",2894.01646112223,944.621642247121,302.402281848221,228854.397093851
"89",5,17,"Typical","Hai",1041.60466309549,48.0310719658028,8.29229627157792,37220.5
"90",5,18,"Atypical","Seeloewe",998.002169834067,16.631850304127,5.95232777158319,6492.10242243946
"91",5,19,"Atypical","Schmetterling",1127.77692945992,114.39316094608,27.6897154760102,46627.099391621
"92",6,1,"Atypical","Schmetterling",1650.76910413847,464.899101792165,90.3878254800079,275254.35371179
"93",6,2,"Typical","Katze",1092.77474842226,7.85592097327529,1.79289008070281,3588.52046645258
"94",6,3,"Typical","Chamaeleon",2262.19274096559,938.394242097541,368.701399451187,604660.5
"95",6,4,"Typical","Goldfisch",953.101076258377,10.0220571527803,1.97600603451768,4509.10056945676
"96",6,5,"Typical","Hund",1045.58580578224,48.4817951100982,10.8627895116602,33776.0786717385
"97",6,6,"Atypical","Fledermaus",5134.21145309176,1093.63168218351,430.95402849244,562160.21071855
"98",6,7,"Typical","Spatz",1365.22869336051,195.838038464692,50.5967884846173,132018.777345194
"99",6,8,"Atypical","Seeloewe",1033.00882701818,111.777424530005,20.0980337904033,33536.7183002833
"100",6,9,"Typical","Pferd",1298.03143053482,273.553033768658,54.6371401292055,157177.727302787
"101",6,10,"Atypical","Pinguin",2384.00258231154,1076.2240259275,580.342018303774,526527.5
"102",6,11,"Typical","Loewe",923.965023356156,84.8362027072189,16.3958831967207,51009
"103",6,12,"Typical","Kaninchen",1123.15017946658,38.1461831556558,5.86220265066137,23219.6604232158
"104",6,13,"Atypical","Wal",2354.97456493137,991.609126623881,473.883084362386,566454.974612045
"105",6,14,"Typical","Alligator",1165.2552268423,71.2060618874772,11.8499101888882,33966.5814715479
"106",6,15,"Atypical","Aal",1073.32436136195,45.5614387396529,7.12946313049297,28217.7700354941
"107",6,16,"Typical","Hai",1335.78704009218,205.407537535481,32.1005313621179,149048.5
"108",6,17,"Typical","Klapperschlange",5573.48479782989,1019.61532382234,395.883291048416,17767.7770261221
"109",6,18,"Typical","Falke",1095.29940279954,61.9388840789427,9.38810901757524,39084.5000000002
"110",6,19,"Typical","Lachs",1009.81253918456,5.48759271336215,0.524376102261016,1715.5107318722
"111",7,1,"Typical","Hund",1252.550269012,35.4682341275702,4.72356215036733,19981.1991021597
"112",7,2,"Typical","Loewe",1537.78813587128,544.107089763142,128.604362347626,204539.923324416
"113",7,3,"Typical","Pferd",1050.39854926866,147.273568876867,52.3185814414924,101419.5
"114",7,4,"Typical","Goldfisch",1048.26569684472,53.5824026303077,12.6425719962918,22111.3837909429
"115",7,5,"Typical","Kaninchen",1109.85910685939,61.8651779148108,18.5377330388342,29034.2564375166
"116",7,6,"Typical","Spatz",1145.54303373416,125.86108201662,22.5453059742306,45809.5676023352
"117",7,7,"Typical","Lachs",1167.56763925191,103.332220877043,28.7368891991167,65462.395508526
"118",7,8,"Atypical","Pinguin",2668.53816896584,959.730883163016,497.294701494663,543536
"119",7,9,"Typical","Katze",2191.28822088559,855.82410240439,225.561886252256,270725.5
"120",7,10,"Typical","Alligator",1177.06261677997,281.211731669668,65.6224320434637,157152.5
"121",7,11,"Atypical","Aal",1129.68804542447,231.794897048,52.6424883725085,146290.5
"122",7,12,"Typical","Chamaeleon",1026.05034043344,74.827479366461,20.3200619017672,38548
"123",7,13,"Atypical","Seeloewe",1050.29773405737,27.9113253650243,5.22315609883197,12614.9563744642
"124",7,14,"Typical","Klapperschlange",1101.52849548155,90.7136262732643,23.1962758555326,53325.346949322
"125",7,15,"Atypical","Fledermaus",965.208335317195,35.1520714769328,9.95442783306136,17521.8239258748
"126",7,16,"Atypical","Schmetterling",1868.46243782948,724.227461103086,196.818637527398,433599
"127",7,17,"Typical","Hai",1582.33063554184,582.420910910162,142.971054205849,345809.5
"128",7,18,"Typical","Falke",1062.69187146777,68.8692372666254,13.0870289438755,41504.0806383871
"129",7,19,"Atypical","Wal",2081.87165666741,877.028797781795,344.057755092269,435991.5
"130",8,1,"Atypical","Pinguin",1069.15768562915,18.4112976875977,1.75701518352995,10133.9931585041
"131",8,2,"Typical","Klapperschlange",1052.8734844835,134.354909325112,15.0889468372447,56468.8247842409
"132",8,4,"Atypical","Wal",1075.72771587013,73.9576501965603,4.71764520136629,44124.7916171438
"133",8,5,"Atypical","Schmetterling",1070.17535942742,92.3762307702166,5.04810629629996,62945.4185370217
"134",8,7,"Typical","Spatz",1027.42231323332,77.9449470772383,16.8890785914103,38501.4999999999
"135",8,8,"Typical","Kaninchen",2622.09557780391,989.53184357747,268.928833891275,181128.481939565
"136",8,9,"Typical","Lachs",1253.14059514959,128.514216721818,18.7182654356785,84863.5000000001
"137",8,10,"Typical","Loewe",1009.12033607205,47.8119233537401,4.40200718740294,12198.23877281
"138",8,11,"Typical","Alligator",982.821677091697,29.1202632698484,5.02752434323179,16514.2863771324
"139",8,12,"Typical","Falke",1054.43671368997,24.8159089267246,3.46438754409813,9564.30151770479
"140",8,13,"Typical","Hai",1074.16928261646,57.5878505117083,16.8943108207983,20672.4137665587
"141",8,14,"Typical","Pferd",1076.4840290798,37.0086287334807,5.88332989392299,16401.2300933573
"142",8,15,"Typical","Hund",1005.56034926623,40.6839758101612,6.05502681506958,21909.8843479952
"143",8,16,"Atypical","Aal",1045.65234628574,91.9719934724422,11.9782645960274,49989.1424540892
"144",8,17,"Typical","Chamaeleon",1060.51937279367,87.0528405641241,12.1953564025723,50872.7377562823
"145",8,18,"Atypical","Seeloewe",1075.05628383521,88.5770824838091,10.298816901796,50213.9142846616
"146",8,19,"Typical","Goldfisch",1838.33802081153,716.468625388526,171.043781466363,300112.223259693
"147",9,1,"Typical","Goldfisch",1092.07643833245,74.2055008016266,7.30294463957932,36134.4044538551
"148",9,2,"Typical","Katze",1029.71678642883,39.6032685586239,8.31692157087591,16236.7787641819
"149",9,3,"Typical","Alligator",1070.51866278557,96.3563246894219,21.2757548359477,47211.6018753167
"150",9,4,"Typical","Pferd",1094.32198871759,123.424663129222,21.0350734238756,71570.2354805666
"151",9,5,"Atypical","Schmetterling",1074.01200688291,106.376171184059,10.0628175092325,66580.7108382413
"152",9,7,"Typical","Chamaeleon",1315.17307156101,146.480215082972,20.8693786513119,125206.540367634
"153",9,9,"Atypical","Aal",1103.46215836707,114.880009266746,20.1537181733996,47097.8804741314
"154",9,11,"Atypical","Pinguin",1019.50496014578,48.2968793764153,17.6005097088009,30491
"155",9,12,"Typical","Klapperschlange",2480.86706418412,996.342437282426,321.998545296941,493614.628714122
"156",9,13,"Typical","Falke",1165.67670638999,95.1719099164625,19.2958134043604,50092.0433453053
"157",9,14,"Typical","Spatz",2040.61694188408,839.960231965233,214.455388011159,501780.5
"158",9,15,"Typical","Loewe",2884.81044048759,976.064428753439,178.838150514046,177136
"159",9,16,"Typical","Lachs",1482.53287229552,252.282615776969,91.0290566104428,91846.1173127403
"160",9,17,"Typical","Kaninchen",1121.79441514471,87.3517123987725,14.5645647755225,39055.0647093588
"161",9,19,"Typical","Hund",1325.48570549212,220.641855229964,33.7009588308756,139491.366815764
"162",10,1,"Typical","Hai",1086.83467955041,85.3393310866969,12.4877148121752,51446.3234264388
"163",10,2,"Typical","Loewe",1717.94494331463,667.708943117014,147.397340958641,334665.5
"164",10,3,"Typical","Klapperschlange",1285.83070771816,54.1801455274018,12.106733596137,30745.7074306187
"165",10,4,"Atypical","Seeloewe",1039.29379695522,57.8781303087678,8.55822889903363,30691.5478276605
"166",10,5,"Typical","Spatz",1073.61795261794,35.2233510563153,3.90105706516789,11331.2984507136
"167",10,6,"Typical","Alligator",1128.02311089557,199.482717694068,30.3059135914456,106349
"168",10,7,"Atypical","Aal",1045.17763003261,87.2494360936939,6.66532587000699,51864.6831035983
"169",10,8,"Atypical","Pinguin",1078.29081752459,67.3172711398706,12.3256088209252,20478.4472950521
"170",10,9,"Typical","Hund",1010.59929155337,94.080931902077,13.0286983578647,54244
"171",10,10,"Typical","Lachs",1036.04936904358,123.246835261007,27.4575370814369,77388.3552423102
"172",10,11,"Typical","Kaninchen",1032.25017200699,23.3927652919833,3.65623675195605,15225.4756734992
"173",10,12,"Typical","Pferd",1012.06324087609,35.8275699436328,9.02267590005526,19502.1715185136
"174",10,13,"Typical","Falke",1083.57903511888,150.20997802243,20.0561409470942,87856.2587417663
"175",10,14,"Typical","Katze",1101.56211608189,65.5438233503999,6.17979170437514,30775.6834965264
"176",10,15,"Atypical","Schmetterling",1260.41123526499,271.273210761126,94.1709669487891,111347.5
"177",10,16,"Typical","Goldfisch",1075.9661688988,64.4557115246901,7.7550673153789,34897.6646347289
"178",10,17,"Typical","Chamaeleon",1086.03838498689,63.7325882581543,13.4309311548117,46029.4999999999
"179",10,18,"Atypical","Fledermaus",1529.02401018953,504.866205746351,131.696910594576,295971.430339174
"180",10,19,"Atypical","Wal",1657.16848284568,585.084129059774,147.743307430035,267023.499815157
"181",11,1,"Typical","Loewe",1244.12412407047,255.441791582929,45.896108469801,99962.0593416165
"182",11,2,"Typical","Chamaeleon",1087.28319142591,40.2834274160809,9.96342622763505,24187.0110747528
"183",11,3,"Typical","Spatz",2015.79388647916,611.26950974705,43.1119064016836,223399.512048648
"184",11,4,"Typical","Katze",1040.97577624026,62.3106896882676,12.7345245095109,30726.708771362
"185",11,5,"Typical","Lachs",1002.2973712297,61.1138557135739,7.30454270710687,31400.9210098531
"186",11,6,"Typical","Klapperschlange",989.976625629305,50.9670947450025,5.30942753507739,27477.5239257111
"187",11,7,"Atypical","Seeloewe",2139.00507598199,843.773061343023,307.872762856282,347378.063594574
"188",11,8,"Typical","Falke",1576.05715263694,591.526860260896,77.0043132188677,292949
"189",11,9,"Typical","Alligator",1063.68049153299,113.411827608266,21.0695013643952,68260
"190",11,10,"Atypical","Aal",2334.74718343411,881.813197480275,624.833188362232,466953.118657718
"191",11,11,"Typical","Goldfisch",1021.82271999866,97.8725756774071,15.561178448413,55087.0573881631
"192",11,12,"Atypical","Pinguin",1153.68143592444,111.165782587964,22.9263738895078,80843
"193",11,13,"Atypical","Fledermaus",1141.20528508606,150.701950091038,10.6864857492007,61830.1234952338
"194",11,14,"Atypical","Schmetterling",1681.18743478078,542.125485351191,119.562753944559,278316.991278703
"195",11,15,"Atypical","Wal",1072.60225056035,202.561803757952,12.7303910848594,115587
"196",11,16,"Typical","Pferd",1006.74382803507,79.5122325302921,13.3387639887209,46398.1585365854
"197",11,17,"Typical","Kaninchen",1301.32826711664,41.0567758111815,21.1987309361589,19518.3721392894
"198",11,18,"Typical","Hund",1042.67561639182,109.125049640861,13.4917043821301,51148.6845305313
"199",11,19,"Typical","Hai",1361.19553843915,155.064760516695,13.8957424803528,103196.501110717
"200",12,1,"Typical","Katze",1532.17306926489,22.4753864466613,5.13473038168316,15491.608348634
"201",12,2,"Typical","Kaninchen",1303.91905265677,123.471473108014,16.2071735839627,61995.3116824565
"202",12,3,"Typical","Spatz",1151.00317521446,22.3122260653442,3.13996114920298,9822.06171300337
"203",12,4,"Atypical","Pinguin",1546.99753985181,460.446805010558,42.6860328576875,223020.5
"204",12,5,"Typical","Hund",963.359880678645,51.4867281324202,22.0522468929417,19963.6707572513
"205",12,6,"Typical","Hai",1292.04784617964,177.931544462202,25.494424141871,42055.5688291116
"206",12,7,"Typical","Chamaeleon",1304.4289212922,28.5370955117587,2.54181755956875,19309.4826595391
"207",12,8,"Typical","Pferd",1208.7987879532,270.892311168498,121.452584059716,99035.9999999997
"208",12,9,"Atypical","Aal",999.314568796325,71.7020216574955,40.890002206632,43090.0000000001
"209",12,10,"Atypical","Seeloewe",1214.05454428952,73.110153006267,20.869613311914,34110.7657773228
"210",12,11,"Typical","Loewe",1110.19755647433,22.4671114195405,4.28483013847504,15618.4781794026
"211",12,12,"Typical","Lachs",1063.08773025326,77.2504081736397,10.6336030056803,41085.4999999999
"212",12,14,"Atypical","Schmetterling",1237.38756221671,157.791641361759,26.4720853145232,54142.7544828724
"213",12,15,"Typical","Alligator",1374.07271210578,100.620901344071,19.3785032955422,64810.2911734773
"214",12,17,"Atypical","Wal",2677.36078400231,1181.75136480648,278.087718038969,727490
"215",12,18,"Typical","Goldfisch",1420.96639057719,27.2104029918206,10.1101660251145,15034.092131076
"216",12,19,"Typical","Falke",2977.68081122453,103.555085735394,28.8626075524629,68892.3852913205
"217",13,1,"Atypical","Wal",2190.27736938935,838.573516679455,231.250541660078,221919.839390714
"218",13,2,"Typical","Chamaeleon",1301.97973508225,234.066223890097,49.2630384849341,82272.1958445575
"219",13,3,"Atypical","Aal",2914.66134336336,892.408232545698,161.379614405072,124634.755135269
"220",13,4,"Typical","Katze",1400.31224888876,305.495609566341,111.644875543276,135631.5
"221",13,5,"Typical","Spatz",1165.32884005294,147.955873329957,51.5410217649209,71899.9014339623
"222",13,6,"Typical","Goldfisch",1155.37493589179,96.9302227704144,40.2103514977882,55916.0317578794
"223",13,7,"Typical","Loewe",1021.40886779933,55.5566147763521,8.43918885003933,29567.4464393008
"224",13,8,"Typical","Hai",1327.78994528998,157.155918652334,72.0939169021021,74028.5814629206
"225",13,9,"Typical","Hund",1293.79410522313,133.411464324172,37.8519764023718,88441.2384707521
"226",13,10,"Atypical","Schmetterling",1036.37448065453,95.1820037547346,34.7766790389886,31224.401516722
"227",13,11,"Atypical","Seeloewe",1017.11757890736,104.655280116246,44.7688703598375,44933.3524490007
"228",13,12,"Typical","Klapperschlange",2474.70460478961,945.706255806716,372.466739406748,367789
"229",13,13,"Typical","Pferd",974.9632461914,139.937653694125,14.7441516944541,73869.8377828653
"230",13,14,"Typical","Falke",1238.40428182004,208.477470755782,58.4717096438863,109389.196297598
"231",13,15,"Atypical","Fledermaus",1349.17633669908,299.570555156773,117.216041233945,114648.100217959
"232",13,16,"Atypical","Pinguin",1095.27411120967,51.8314511884407,9.23235342658306,16658.7506564107
"233",13,17,"Typical","Alligator",1189.46009649957,205.692305342287,124.907939895852,94801.6697970594
"234",13,18,"Typical","Lachs",947.00006174698,103.67378104818,37.8827312523983,64849.5971608722
"235",13,19,"Typical","Kaninchen",1074.07626070106,92.5525038774508,39.4751178894542,48801.9248878903
"236",14,1,"Typical","Klapperschlange",1182.80124233242,194.497585931182,37.4480143251082,121584.93977772
"237",14,2,"Typical","Lachs",1117.83662680729,207.107340773932,79.2585079609867,102878.179955914
"238",14,3,"Typical","Goldfisch",1006.91291238454,47.0062268838253,7.60259569146707,23174.2582496413
"239",14,4,"Typical","Loewe",1015.67777231641,38.4740545904591,11.1062861761972,21976
"240",14,6,"Typical","Falke",1138.2050793908,126.289261495846,52.0704757948276,84711.9999999998
"241",14,7,"Typical","Kaninchen",2207.75496033651,900.533135097107,414.323133959052,293109.280450638
"242",14,8,"Atypical","Fledermaus",1823.45017850997,788.849801834829,209.638255846073,331375.593136684
"243",14,9,"Typical","Hund",1640.43103392396,405.624297320999,50.0605285138693,208631.606265935
"244",14,10,"Typical","Spatz",1114.79784804676,40.970988789048,7.43956693767761,19241.8499219014
"245",14,11,"Typical","Pferd",1239.78272787041,256.750857325949,69.1492984118009,119883.599684731
"246",14,13,"Atypical","Wal",2069.63794850265,865.642572887337,193.173135124222,473081.061502205
"247",14,14,"Atypical","Seeloewe",1124.81757131729,98.6714836944265,32.6170240254778,80171.9482017776
"248",14,15,"Typical","Chamaeleon",972.98572680956,30.4321561580962,6.85525148376217,17697.5307713482
"249",14,16,"Typical","Hai",1021.92280070748,58.4976185543625,10.0112216967145,33204.3195622864
"250",14,17,"Typical","Alligator",1132.80780063898,199.823064664052,64.5326677429667,68225.3855514813
"251",14,18,"Atypical","Schmetterling",2158.27388297337,906.67739794432,222.495317419971,469783.80353144
"252",14,19,"Atypical","Pinguin",1000.75597744737,49.2117222061401,16.9389301793929,28775.1866606086
"253",15,1,"Typical","Spatz",1063.57733237671,27.2613624123785,3.2964835393641,16946.2163319279
"254",15,2,"Typical","Katze",989.579705152089,101.009482525846,23.9498943052399,68162.7178232785
"255",15,3,"Atypical","Wal",2390.83686883273,1015.19165307456,403.980233059961,503519
"256",15,4,"Typical","Pferd",1144.71133059498,213.702063834167,37.597070338315,135674
"257",15,6,"Typical","Loewe",1111.51717717096,36.9971167741028,4.63642598430959,21754.214776558
"258",15,7,"Typical","Chamaeleon",1273.67594611342,205.995127972147,50.9455470868974,67610.8930694708
"259",15,8,"Typical","Klapperschlange",2231.13557215884,923.91560139674,409.821052433858,355657.976206512
"260",15,9,"Typical","Kaninchen",1119.88613663903,161.650577988838,22.1038045593205,120267.340873141
"261",15,10,"Typical","Lachs",1066.11883485741,97.1514021355341,9.99274828879954,63513.9999999998
"262",15,12,"Typical","Goldfisch",1019.88838224376,81.1530923635219,10.4188919054074,39834.7686376002
"263",15,13,"Atypical","Aal",1039.58906536288,73.5327574424375,9.9595978502946,41887.4999999998
"264",15,14,"Typical","Alligator",1011.2081957596,32.6562745322076,3.28869583302411,14214.012525709
"265",15,15,"Typical","Hai",1027.57899249345,82.9808201028128,8.97973188777546,46448.0726765431
"266",15,16,"Atypical","Schmetterling",995.051862812591,25.8155897544999,2.1811064400755,14993.2661187836
"267",15,17,"Atypical","Fledermaus",979.549966864226,36.4694653199903,4.47558268475623,16321.1860432804
"268",15,18,"Typical","Falke",1037.94306706306,108.934746950503,14.3057559489933,63161
"269",15,19,"Typical","Hund",1896.91927417985,768.989232889011,157.178661192891,439535
"270",16,1,"Typical","Katze",2477.47409285241,525.267283878891,245.561630225425,219925.5
"271",16,2,"Typical","Spatz",995.738946855358,125.189640899632,38.5914241365354,52177.9585482163
"272",16,3,"Typical","Pferd",3260.95576368948,951.059546161522,174.616584938554,134006
"273",16,4,"Typical","Hund",1260.03766238946,46.743543313511,7.07590137010941,29362.4280052478
"274",16,5,"Typical","Hai",1412.80308239934,316.261916213013,83.4859343208305,161658.5
"275",16,7,"Typical","Chamaeleon",1011.29320723675,60.2551603342502,13.4016231901708,26981.5151012664
"276",16,8,"Atypical","Fledermaus",2198.57153958106,905.566197255304,279.332179139899,344461.603613016
"277",16,9,"Typical","Klapperschlange",1221.8011118229,157.922678806134,25.3558648127916,83950.3268854183
"278",16,10,"Atypical","Schmetterling",1602.68386547148,370.726630855353,136.38639752406,215201.948655565
"279",16,11,"Typical","Alligator",1086.8100906156,120.614897451736,25.3340498404971,38625.8354509432
"280",16,14,"Atypical","Pinguin",1077.51956388456,50.6120909909789,7.89365266632221,25987.1168646931
"281",16,16,"Typical","Loewe",2005.29618353955,874.671296607459,238.856424014034,415244
"282",16,17,"Typical","Goldfisch",1109.14344033411,70.7722644195666,26.7305770521558,24286.5775619795
"283",16,18,"Typical","Kaninchen",1066.71875586691,80.7610040949255,26.6347006880805,29510.4474309841
"284",16,19,"Typical","Lachs",1800.54330900836,655.190295450367,225.326353825049,388176.5
"285",17,1,"Typical","Loewe",1404.3236030751,180.803996494864,28.0269748215815,51161.9906251423
"286",17,2,"Atypical","Fledermaus",1067.53826094356,74.346035277324,8.14280384330675,45133.6960061848
"287",17,3,"Typical","Lachs",1070.56050090502,63.0831386033476,4.47081411902008,41302.5692757936
"288",17,4,"Atypical","Seeloewe",1159.65485645321,49.2544628666957,1.82664298026168,25062.3213682529
"289",17,5,"Atypical","Aal",1200.32928719982,154.273075202975,3.78033437684398,112254.62039961
